DIE,Direction de l'immobilier de l'État créée en 2016 pour succéder à France Domaine et incarner l'État propriétaire
France Domaine,Service qui a précédé la DIE et incarné les débuts de la politique immobilière de l'État
Année de création de la DIE,2016
CNIP,"Conférence nationale de l'immobilier public, instance unique remplaçant cinq instances préexistantes"
CRIP,Conférences régionales de l'immobilier public présidées par les préfets de région
CDIP,Conférences départementales de l'immobilier public
PRIE,"Pôles régionaux de l'immobilier de l'État regroupant stratégie, gestion immobilière et gestion domaniale"
SLD,"Services locaux du domaine, recentrés sur la gestion domaniale de proximité dans les départements"
RRPIE,Responsable régional de la politique immobilière de l'État
SDIR,"Schéma directeur immobilier régional, portant sur tout le parc de l'État dans une région"
SPSI,"Schéma pluriannuel de stratégie immobilière, portant sur le parc d'une seule administration ou d'un opérateur"
CDU,"Convention d'utilisation, contrat interne mettant un immeuble de l'État à disposition d'une administration"
Part du parc couverte par des CDU en septembre 2016,60 %
Nombre de CDU en vigueur aujourd'hui,Environ 14 000
DNID,"Direction nationale d'interventions domaniales, service à compétence nationale rattaché à la DIE"
Année de création de la DNID,1969
Rôle de la DNID,"Garantir des évaluations immobilières indépendantes, objectives et robustes"
PED,"Pôles d'évaluation domaniale, séparés des structures opérationnelles pour garantir l'indépendance de l'évaluateur"
Nombre d'évaluations réalisées depuis 2016,Environ 998 515
AGILE,"Agence de gestion de l'immobilier de l'État, issue de la transformation de la SOVAFIM en 2021"
FIGARO,Application déployée en 2022 pour sécuriser la gestion des redevances domaniales
OSFI,"Outil de suivi des fluides interministériel, déployé en 2019 pour suivre les consommations d'énergie"
NSG,"Nouveau socle de gestion immobilière, référentiel commun sur un progiciel unique"
GED'Immo,"Outil de gestion électronique des documents bâtimentaires, pilote livré en septembre 2025"
Standard de sécurité de GED'Immo,SecNumCloud de l'ANSSI
Programme 723,Programme du compte d'affectation spéciale finançant l'entretien lourd du parc domanial
Programme 348,Programme budgétaire dédié aux projets immobiliers structurants comme les cités administratives
Montant piloté chaque année par la DIE,Environ 500 millions d'euros
Montant du plan France Relance pour la rénovation énergétique,2.7 milliards d'euros
Nombre de projets sélectionnés dans le cadre du plan de relance,Plus de 4 000
Montant des cessions signées entre 2016 et 2025,2.9 milliards d'euros
Événement de 2018 ayant fait évoluer la doctrine de valorisation,Le comité interministériel de la transformation publique (CITP)
Décret tertiaire,Dispositif fixant des obligations de réduction des consommations d'énergie des bâtiments tertiaires de l'État
Objectif du décret tertiaire pour 2030,Réduction de 40 % de la consommation d'énergie finale
Baisse de consommation atteinte à fin 2024,Environ 20 %
Doctrine d'occupation de 2023,Fixe 16 m² par résident et -25 % de surfaces de bureaux à horizon 2033
Foncière de l'État,Projet d'opérateur interministériel renforçant l'investissement et la maîtrise publique du patrimoine
Immeuble Simone Veil à Strasbourg,Acquis 53.5 millions d'euros pour conforter la présence du Parlement européen
Domaine thermal de Vichy,"Cédé à la ville de Vichy pour 25 millions d'euros, dernier ensemble thermal détenu par l'État"
Ancienne cité administrative de Toulouse,Cédée en 2025 pour 35 millions d'euros pour un projet mixte logements bureaux résidence étudiante
Commandement de l'Espace à Toulouse,Implanté via un bail à construction de 40 ans signé en 2022 sur une emprise de 31 647 m²
Surface totale du parc immobilier de l'État en 2025,96.8 millions de m² de surface utile brute
Valorisation du parc immobilier de l'État,123 milliards d'euros
Région concentrant le plus de surface immobilière de l'État,Île de France (21 %)
Nombre de projets labellisés en 2025,"159, pour un montant de 1 356 millions d'euros"
Nombre de conférences nationales de l'immobilier public en 2025,29
Nombre de conférences régionales de l'immobilier public en 2025,148
Effectif de la DIE et de la DNID au sein du réseau DGFIP,1 191 personnes
Part d'agents contractuels à la DIE,32 %
Taille de la filière immobilière de l'État,Près de 13 000 professionnels
Cyclones ayant frappé Mayotte fin 2024 et début 2025,Chido et Dikeledi
Réponse immobilière à Mayotte,Schéma directeur immobilier régional intermédiaire d'urgence
Trilogue de gestion,Dispositif généralisé en 2025 structurant le dialogue entre niveau national et territoires
Nouvelle boussole de la politique immobilière face aux crises,La résilience
Rythme de baisse des consommations nécessaire pour respecter le décret tertiaire,Environ 3 % par an
Rythme de baisse observé sur 15 ans hors effet climatique,Environ 1.7 % par an
Consommation annuelle du parc immobilier de l'État,16 TWh et 2.6 millions de tonnes équivalent CO2
Nombre de baux optimisés en 2025,"819, pour un gain de 136 millions d'euros"
Nombre de cessions enregistrées en 2025,"2 977, pour un gain de 192 millions d'euros"
Nombre de PRIE généralisés en 2024,11 régions de l'Hexagone
